distribution_center_id,distribution_center_name,warehouse_type,region,city,country,manager_id,product_id,storage_type,inventory_units,storage_capacity_units,occupied_capacity_units,utilization_pct,inbound_shipments,outbound_shipments,orders_processed,avg_processing_time_hours,dock_doors,employees,operating_shift,status,record_date,on_time_dispatch_pct,damaged_units,stockout_flag,last_inventory_audit_date
DC0025,Distribution Center 25,Fulfillment Center,Central,Bhopal,India,MGR0085,P00034,Hazardous,679,51517,35985,69.85,77,30,415,12.48,14,188,Evening,Active,2025-05-07,90.87,3,No,2025-04-28
DC0029,Distribution Center 29,Fulfillment Center,West,Pune,India,MGR0051,P00232,Frozen,11888,50667,15747,31.08,63,87,230,4.57,4,143,Morning,Active,2025-05-07,72.94,37,No,2025-04-22
DC0005,Distribution Center 05,Fulfillment Center,Central,Bhopal,India,MGR0072,P00184,Ambient,674,133402,50294,37.7,73,52,164,12.46,35,108,Night,Active,2025-05-08,82.23,20,No,2025-05-07
DC0011,Distribution Center 11,Cold Storage DC,North,Jaipur,India,MGR0006,P00213,Ambient,9571,56888,27269,47.93,6,4,92,7.92,32,409,Evening,Active,2025-05-08,96.99,42,No,2025-05-03
DC0015,Distribution Center 15,Regional DC,Central,Indore,India,MGR0078,P00088,Hazardous,17120,52132,45238,86.78,58,73,393,20.9,15,232,Morning,Active,2025-05-08,81.92,14,No,2025-04-30
DC0021,Distribution Center 21,Regional DC,North,Delhi,India,MGR0073,P00078,Ambient,4656,107417,62007,57.73,54,78,4,8.65,49,420,Morning,Active,2025-05-08,83.44,13,No,2025-05-03
DC0022,Distribution Center 22,Cold Storage DC,South,Chennai,India,MGR0048,P00217,Ambient,14536,97648,62263,63.76,55,7,144,22.51,39,180,Night,Temporarily Closed,2025-05-08,94.86,48,No,2025-04-27
DC0001,Distribution Center 01,Regional DC,North,Delhi,India,MGR0032,P00091,Ambient,9372,102977,79413,77.12,23,56,74,14.62,29,295,Night,Active,2025-05-09,92.05,33,No,2025-05-03
DC0001,Distribution Center 01,Fulfillment Center,North,Delhi,India,MGR0047,P00171,Cold,2068,50792,22086,43.48,24,91,285,18.36,43,411,Morning,Active,2025-05-09,92.35,16,No,2025-05-02
DC0004,Distribution Center 04,Fulfillment Center,West,Mumbai,India,MGR0009,P00075,Ambient,8907,56707,35391,62.41,1,8,354,15.88,49,395,Night,Active,2025-05-09,99.44,27,No,2025-04-22
DC0004,Distribution Center 04,Fulfillment Center,West,Mumbai,India,MGR0011,P00097,Ambient,5975,61806,22923,37.09,8,85,217,8.74,15,381,Morning,Maintenance,2025-05-09,91.35,26,No,2025-05-03
DC0004,Distribution Center 04,Cross-Dock Center,West,Mumbai,India,MGR0051,P00113,Ambient,19368,43895,26880,61.24,10,14,329,9.41,50,208,Morning,Active,2025-05-09,85.0,6,No,2025-05-01
DC0009,Distribution Center 09,Cold Storage DC,West,Pune,India,MGR0087,P00177,Ambient,6653,33105,24183,73.05,23,19,468,8.33,22,163,Night,Maintenance,2025-05-09,83.33,43,No,2025-04-27
DC0023,Distribution Center 23,Fulfillment Center,East,Kolkata,India,MGR0079,P00037,Ambient,8600,94485,59051,62.5,76,94,470,17.74,48,250,Morning,Active,2025-05-09,93.93,34,No,2025-04-19
DC0023,Distribution Center 23,Regional DC,East,Kolkata,India,MGR0033,P00053,Ambient,5250,35819,13517,37.74,3,23,331,12.95,22,276,Morning,Active,2025-05-09,97.65,17,No,2025-04-17
DC0025,Distribution Center 25,Cross-Dock Center,Central,Bhopal,India,MGR0090,P00129,Ambient,10792,95356,49294,51.69,50,7,344,15.49,35,158,Morning,Maintenance,2025-05-09,74.39,17,No,2025-04-15
DC0003,Distribution Center 03,Fulfillment Center,East,Kolkata,India,MGR0035,P00208,Ambient,994,116771,79359,67.96,51,90,490,13.92,29,20,Morning,Active,2025-05-10,80.58,26,No,2025-04-17
DC0005,Distribution Center 05,Cold Storage DC,Central,Bhopal,India,MGR0034,P00206,Ambient,3514,37772,26669,70.61,3,52,428,9.49,27,118,Morning,Active,2025-05-10,74.75,47,No,2025-04-15
DC0008,Distribution Center 08,Cold Storage DC,East,Bhubaneswar,India,MGR0052,P00037,Hazardous,23009,79377,22862,28.8,43,76,380,4.89,21,405,Night,Active,2025-05-10,91.98,7,No,2025-05-02
DC0011,Distribution Center 11,Fulfillment Center,North,Jaipur,India,MGR0046,P00169,Ambient,2730,30451,26346,86.52,13,24,176,21.57,14,32,Evening,Active,2025-05-10,83.93,43,No,2025-04-25
DC0012,Distribution Center 12,Cold Storage DC,South,Hyderabad,India,MGR0069,P00109,Cold,4302,116503,74089,63.59,39,33,327,13.26,9,109,Morning,Active,2025-05-10,91.95,13,No,2025-04-12
DC0013,Distribution Center 13,Cross-Dock Center,East,Guwahati,India,MGR0064,P00122,Cold,15786,61870,49674,80.29,65,53,96,1.66,45,83,Evening,Active,2025-05-10,85.84,30,No,2025-04-16
DC0015,Distribution Center 15,Cross-Dock Center,Central,Indore,India,MGR0069,P00204,Ambient,4531,104960,52635,50.15,27,99,351,23.03,8,286,Night,Maintenance,2025-05-10,82.77,17,No,2025-04-16
DC0022,Distribution Center 22,Cross-Dock Center,South,Chennai,India,MGR0062,P00156,Ambient,17483,148296,111126,74.94,73,9,377,14.51,14,360,Evening,Active,2025-05-10,83.35,15,No,2025-04-30
DC0025,Distribution Center 25,Cross-Dock Center,Central,Bhopal,India,MGR0038,P00187,Hazardous,9806,108699,40620,37.37,4,47,133,17.73,8,54,Morning,Active,2025-05-10,94.51,32,No,2025-04-12
DC0005,Distribution Center 05,Cold Storage DC,Central,Bhopal,India,MGR0014,P00053,Hazardous,19688,119796,30229,25.23,34,62,37,6.88,10,148,Night,Maintenance,2025-05-11,74.74,39,No,2025-04-30
DC0010,Distribution Center 10,Cold Storage DC,Central,Nagpur,India,MGR0062,P00095,Cold,11093,84069,29463,35.05,55,39,281,6.74,50,385,Night,Active,2025-05-11,79.33,6,No,2025-04-29
DC0014,Distribution Center 14,Fulfillment Center,West,Ahmedabad,India,MGR0071,P00102,Ambient,15373,56149,54481,97.03,53,25,29,7.87,34,378,Morning,Maintenance,2025-05-11,87.73,23,No,2025-05-06
DC0016,Distribution Center 16,Cross-Dock Center,North,Lucknow,India,MGR0093,P00045,Cold,10765,61226,24025,39.24,11,60,223,1.66,21,422,Morning,Temporarily Closed,2025-05-11,78.68,48,No,2025-04-28
DC0020,Distribution Center 20,Regional DC,Central,Raipur,India,MGR0015,P00081,Hazardous,15546,40281,22009,54.64,4,15,7,7.49,10,402,Morning,Active,2025-05-11,99.13,14,No,2025-04-30
DC0005,Distribution Center 05,Cold Storage DC,Central,Bhopal,India,MGR0008,P00133,Hazardous,19557,29177,25064,85.9,14,99,289,15.49,32,432,Morning,Active,2025-05-12,97.03,31,No,2025-04-21
DC0010,Distribution Center 10,Cold Storage DC,Central,Nagpur,India,MGR0005,P00122,Ambient,10584,20923,6712,32.08,52,8,133,5.05,16,61,Evening,Active,2025-05-12,84.64,49,No,2025-04-25
DC0011,Distribution Center 11,Cold Storage DC,North,Jaipur,India,MGR0017,P00026,Ambient,12810,98998,79175,79.98,27,61,409,12.69,7,494,Morning,Active,2025-05-12,75.53,48,No,2025-04-24
DC0012,Distribution Center 12,Cold Storage DC,South,Hyderabad,India,MGR0012,P00010,Ambient,22794,117348,90224,76.89,37,57,140,2.82,49,490,Night,Active,2025-05-12,89.68,16,No,2025-05-03
DC0016,Distribution Center 16,Regional DC,North,Lucknow,India,MGR0024,P00093,Cold,24410,45140,41968,92.97,78,31,317,15.31,16,227,Evening,Temporarily Closed,2025-05-12,77.08,38,No,2025-04-19
DC0016,Distribution Center 16,Regional DC,North,Lucknow,India,MGR0058,P00123,Frozen,10384,137885,70551,51.17,44,9,77,2.31,25,438,Morning,Maintenance,2025-05-12,88.57,29,No,2025-05-09
DC0020,Distribution Center 20,Cold Storage DC,Central,Raipur,India,MGR0060,P00026,Ambient,6404,106608,53937,50.59,52,55,436,4.31,13,370,Night,Maintenance,2025-05-12,99.12,26,No,2025-05-02
DC0020,Distribution Center 20,Regional DC,Central,Raipur,India,MGR0092,P00188,Ambient,1140,99876,89140,89.25,74,58,376,22.42,38,351,Morning,Maintenance,2025-05-12,94.74,23,No,2025-04-29
DC0002,Distribution Center 02,Fulfillment Center,South,Chennai,India,MGR0008,P00126,Ambient,14751,52501,47068,89.65,74,59,412,6.36,23,320,Night,Active,2025-05-13,81.29,12,No,2025-04-29
DC0006,Distribution Center 06,Cross-Dock Center,North,Chandigarh,India,MGR0022,P00010,Ambient,14831,144656,46894,32.42,9,59,334,7.61,40,494,Evening,Active,2025-05-13,89.42,43,No,2025-04-23
DC0007,Distribution Center 07,Cold Storage DC,South,Bengaluru,India,MGR0065,P00136,Ambient,24006,126173,90916,72.06,72,45,109,22.47,31,449,Night,Active,2025-05-13,97.03,41,No,2025-05-03
DC0008,Distribution Center 08,Cold Storage DC,East,Bhubaneswar,India,MGR0022,P00100,Ambient,6386,77098,50147,65.04,21,48,399,4.8,39,480,Evening,Temporarily Closed,2025-05-13,76.51,16,No,2025-05-08
DC0016,Distribution Center 16,Cross-Dock Center,North,Lucknow,India,MGR0001,P00093,Hazardous,13383,106705,57332,53.73,39,96,77,23.36,23,400,Night,Active,2025-05-13,92.6,9,No,2025-04-17
DC0028,Distribution Center 28,Cross-Dock Center,East,Bhubaneswar,India,MGR0063,P00081,Hazardous,14673,124769,70167,56.24,3,71,280,4.66,45,236,Evening,Active,2025-05-13,79.41,18,No,2025-04-19
DC0029,Distribution Center 29,Cold Storage DC,West,Pune,India,MGR0028,P00104,Hazardous,17026,143473,88295,61.54,44,46,85,19.32,46,458,Morning,Temporarily Closed,2025-05-13,93.14,10,No,2025-04-25
DC0003,Distribution Center 03,Fulfillment Center,East,Kolkata,India,MGR0086,P00142,Ambient,24944,117219,42410,36.18,69,87,462,20.76,22,242,Evening,Active,2025-05-14,98.02,32,No,2025-04-16
DC0003,Distribution Center 03,Cross-Dock Center,East,Kolkata,India,MGR0030,P00180,Ambient,7423,28300,27576,97.44,18,54,107,3.1,5,428,Night,Active,2025-05-14,81.34,8,No,2025-04-18
DC0013,Distribution Center 13,Fulfillment Center,East,Guwahati,India,MGR0018,P00047,Ambient,18177,86820,54215,62.45,54,70,354,2.56,4,334,Night,Maintenance,2025-05-14,77.05,28,No,2025-05-05
DC0018,Distribution Center 18,Cold Storage DC,East,Patna,India,MGR0025,P00108,Hazardous,11613,54195,14096,26.01,12,55,452,2.2,17,144,Evening,Active,2025-05-14,84.64,27,No,2025-04-19
DC0018,Distribution Center 18,Cold Storage DC,East,Patna,India,MGR0098,P00230,Ambient,13802,50352,18376,36.5,2,96,363,17.24,10,350,Morning,Temporarily Closed,2025-05-14,96.17,19,No,2025-04-19
DC0019,Distribution Center 19,Cold Storage DC,West,Surat,India,MGR0089,P00172,Ambient,22463,106793,30670,28.72,23,0,47,8.09,36,190,Evening,Active,2025-05-14,94.94,16,No,2025-04-14
DC0024,Distribution Center 24,Cross-Dock Center,West,Mumbai,India,MGR0028,P00181,Ambient,13249,49612,43512,87.7,63,90,378,20.09,49,61,Evening,Active,2025-05-14,85.88,8,No,2025-05-12
DC0026,Distribution Center 26,Cold Storage DC,North,Chandigarh,India,MGR0092,P00100,Ambient,4881,41394,10512,25.39,27,22,268,21.61,23,227,Evening,Maintenance,2025-05-14,89.82,31,No,2025-05-14
DC0002,Distribution Center 02,Regional DC,South,Chennai,India,MGR0017,P00008,Ambient,14399,64347,59267,92.11,39,2,326,10.85,11,437,Morning,Active,2025-05-15,78.47,13,No,2025-05-09
DC0002,Distribution Center 02,Fulfillment Center,South,Chennai,India,MGR0066,P00158,Frozen,5025,120386,90383,75.08,28,49,252,1.75,7,224,Evening,Temporarily Closed,2025-05-15,89.1,29,No,2025-05-14
DC0009,Distribution Center 09,Cold Storage DC,West,Pune,India,MGR0033,P00198,Ambient,4532,76498,21811,28.51,30,2,153,13.24,26,203,Evening,Temporarily Closed,2025-05-15,73.4,5,No,2025-05-01
DC0013,Distribution Center 13,Cross-Dock Center,East,Guwahati,India,MGR0031,P00015,Frozen,11121,126999,72320,56.95,76,61,170,22.19,46,172,Evening,Active,2025-05-15,81.93,48,No,2025-04-22
DC0019,Distribution Center 19,Cold Storage DC,West,Surat,India,MGR0096,P00214,Cold,18815,138732,47079,33.94,59,2,375,4.89,32,22,Morning,Temporarily Closed,2025-05-15,79.99,2,No,2025-05-10
DC0020,Distribution Center 20,Regional DC,Central,Raipur,India,MGR0055,P00002,Ambient,24543,23382,7990,34.17,66,60,0,22.53,47,70,Morning,Active,2025-05-15,84.86,29,No,2025-04-21
DC0021,Distribution Center 21,Cold Storage DC,North,Delhi,India,MGR0080,P00171,Ambient,5974,123268,57743,46.84,21,41,496,8.18,37,478,Morning,Active,2025-05-15,98.67,28,No,2025-04-23
DC0024,Distribution Center 24,Cold Storage DC,West,Mumbai,India,MGR0017,P00024,Cold,23641,131071,116392,88.8,3,35,285,22.9,41,341,Morning,Active,2025-05-15,72.38,44,No,2025-04-24
DC0026,Distribution Center 26,Cold Storage DC,North,Chandigarh,India,MGR0046,P00233,Ambient,21838,105053,32188,30.64,39,2,148,11.68,12,299,Evening,Active,2025-05-15,86.61,5,No,2025-04-26
DC0001,Distribution Center 01,Cold Storage DC,North,Delhi,India,MGR0039,P00080,Frozen,7803,25018,7338,29.33,42,80,493,18.19,10,421,Evening,Maintenance,2025-05-16,94.17,21,No,2025-04-25
DC0004,Distribution Center 04,Fulfillment Center,West,Mumbai,India,MGR0047,P00201,Ambient,22350,84024,45544,54.2,46,2,57,21.07,4,192,Evening,Active,2025-05-16,83.39,12,No,2025-04-30
DC0008,Distribution Center 08,Fulfillment Center,East,Bhubaneswar,India,MGR0046,P00061,Ambient,13940,137586,66248,48.15,59,83,401,20.58,12,166,Morning,Temporarily Closed,2025-05-16,73.15,44,No,2025-04-21
DC0009,Distribution Center 09,Fulfillment Center,West,Pune,India,MGR0091,P00235,Ambient,9108,52742,20718,39.28,16,84,31,4.86,24,108,Night,Active,2025-05-16,78.22,36,No,2025-05-07
DC0010,Distribution Center 10,Fulfillment Center,Central,Nagpur,India,MGR0016,P00040,Ambient,2650,27449,26566,96.78,79,5,420,13.97,20,385,Morning,Temporarily Closed,2025-05-16,81.04,3,No,2025-05-03
DC0016,Distribution Center 16,Cold Storage DC,North,Lucknow,India,MGR0068,P00054,Cold,13885,69522,43264,62.23,79,38,447,20.37,40,325,Evening,Temporarily Closed,2025-05-16,85.94,28,No,2025-05-09
DC0019,Distribution Center 19,Regional DC,West,Surat,India,MGR0057,P00070,Ambient,515,56848,44851,78.9,77,37,303,8.33,19,59,Night,Active,2025-05-16,92.5,28,No,2025-04-17
DC0028,Distribution Center 28,Fulfillment Center,East,Bhubaneswar,India,MGR0079,P00181,Cold,19007,130804,81001,61.93,34,93,66,16.94,16,481,Evening,Maintenance,2025-05-16,96.95,17,No,2025-04-24
DC0030,Distribution Center 30,Regional DC,Central,Nagpur,India,MGR0068,P00006,Ambient,1177,24830,15197,61.2,23,95,158,18.92,47,220,Morning,Active,2025-05-16,95.35,2,No,2025-05-02
DC0002,Distribution Center 02,Cold Storage DC,South,Chennai,India,MGR0043,P00014,Cold,6099,32781,9981,30.45,38,96,9,5.13,5,120,Evening,Active,2025-05-17,98.43,35,No,2025-04-22
DC0014,Distribution Center 14,Fulfillment Center,West,Ahmedabad,India,MGR0019,P00013,Ambient,6454,149027,128207,86.03,63,18,55,22.03,4,472,Morning,Temporarily Closed,2025-05-17,85.7,11,No,2025-05-08
DC0014,Distribution Center 14,Regional DC,West,Ahmedabad,India,MGR0065,P00033,Ambient,19214,97446,47536,48.78,35,43,330,22.73,18,377,Night,Active,2025-05-17,83.72,6,No,2025-04-25
DC0014,Distribution Center 14,Cold Storage DC,West,Ahmedabad,India,MGR0046,P00180,Cold,19119,126601,36326,28.69,72,2,159,10.47,47,53,Morning,Temporarily Closed,2025-05-17,92.52,29,No,2025-05-15
DC0015,Distribution Center 15,Fulfillment Center,Central,Indore,India,MGR0026,P00169,Ambient,4444,97039,87889,90.57,20,83,221,17.81,5,365,Night,Maintenance,2025-05-17,83.39,34,No,2025-05-09
DC0016,Distribution Center 16,Fulfillment Center,North,Lucknow,India,MGR0032,P00003,Cold,11688,48599,44500,91.57,75,15,487,8.84,10,374,Evening,Temporarily Closed,2025-05-17,88.31,18,No,2025-05-07
DC0016,Distribution Center 16,Cross-Dock Center,North,Lucknow,India,MGR0049,P00052,Ambient,23079,64849,34273,52.85,28,84,6,23.4,36,308,Morning,Active,2025-05-17,95.07,46,No,2025-04-29
DC0017,Distribution Center 17,Cross-Dock Center,South,Kochi,India,MGR0084,P00014,Ambient,21831,36864,31970,86.72,71,39,192,9.11,47,410,Morning,Active,2025-05-17,76.09,17,No,2025-05-14
DC0019,Distribution Center 19,Cross-Dock Center,West,Surat,India,MGR0073,P00239,Ambient,15028,67078,42159,62.85,36,95,127,4.04,49,455,Evening,Active,2025-05-17,78.88,38,No,2025-04-19
DC0002,Distribution Center 02,Cross-Dock Center,South,Chennai,India,MGR0074,P00184,Ambient,4825,92075,82956,90.1,8,68,1,4.08,34,292,Evening,Active,2025-05-18,88.54,24,No,2025-05-12
DC0003,Distribution Center 03,Cross-Dock Center,East,Kolkata,India,MGR0065,P00176,Ambient,21102,30781,16739,54.38,5,55,166,7.7,18,203,Morning,Active,2025-05-18,75.05,47,No,2025-04-22
DC0004,Distribution Center 04,Fulfillment Center,West,Mumbai,India,MGR0021,P00217,Ambient,19785,52722,37588,71.29,7,63,311,23.78,8,173,Night,Active,2025-05-18,74.11,22,No,2025-05-16
DC0006,Distribution Center 06,Regional DC,North,Chandigarh,India,MGR0056,P00080,Ambient,3333,46683,26172,56.06,61,6,384,2.98,47,321,Evening,Maintenance,2025-05-18,76.55,43,No,2025-05-10
DC0008,Distribution Center 08,Fulfillment Center,East,Bhubaneswar,India,MGR0042,P00242,Cold,5700,120490,76078,63.14,79,47,168,9.76,17,283,Evening,Temporarily Closed,2025-05-18,87.61,19,No,2025-04-19
DC0010,Distribution Center 10,Fulfillment Center,Central,Nagpur,India,MGR0069,P00040,Ambient,17562,140276,74424,53.06,31,4,465,23.46,28,81,Night,Maintenance,2025-05-18,83.08,23,No,2025-05-17
DC0014,Distribution Center 14,Regional DC,West,Ahmedabad,India,MGR0082,P00036,Ambient,22119,123745,61928,50.04,52,46,289,20.8,19,453,Night,Temporarily Closed,2025-05-18,73.99,15,No,2025-04-26
DC0018,Distribution Center 18,Cold Storage DC,East,Patna,India,MGR0026,P00237,Cold,1018,125732,54078,43.01,79,84,100,13.19,43,236,Evening,Maintenance,2025-05-18,79.24,30,No,2025-05-13
DC0019,Distribution Center 19,Fulfillment Center,West,Surat,India,MGR0071,P00040,Ambient,9181,43978,38323,87.14,22,33,452,7.81,33,434,Morning,Maintenance,2025-05-18,72.44,15,No,2025-04-22
DC0022,Distribution Center 22,Fulfillment Center,South,Chennai,India,MGR0083,P00238,Cold,1448,70952,23652,33.34,31,55,117,8.3,47,252,Evening,Active,2025-05-18,93.87,9,No,2025-04-28
DC0023,Distribution Center 23,Cold Storage DC,East,Kolkata,India,MGR0027,P00105,Ambient,11711,61348,34074,55.54,79,63,208,13.49,7,177,Morning,Maintenance,2025-05-18,86.22,33,No,2025-04-30
DC0027,Distribution Center 27,Cross-Dock Center,South,Bengaluru,India,MGR0054,P00139,Ambient,15171,131738,91326,69.32,8,35,486,19.88,42,500,Night,Active,2025-05-18,97.97,21,No,2025-04-27
DC0030,Distribution Center 30,Cold Storage DC,Central,Nagpur,India,MGR0034,P00177,Ambient,7562,56056,45848,81.79,59,78,320,14.88,21,266,Morning,Active,2025-05-18,77.41,39,No,2025-05-16
DC0001,Distribution Center 01,Regional DC,North,Delhi,India,MGR0084,P00206,Cold,4089,110378,72218,65.43,4,11,29,5.64,40,188,Night,Maintenance,2025-05-19,86.65,8,No,2025-05-15
DC0004,Distribution Center 04,Cold Storage DC,West,Mumbai,India,MGR0010,P00170,Ambient,18766,34540,17766,51.44,34,13,356,21.27,26,451,Evening,Active,2025-05-19,97.11,1,No,2025-05-16
DC0006,Distribution Center 06,Regional DC,North,Chandigarh,India,MGR0025,P00036,Frozen,2819,55401,17054,30.78,57,42,215,17.84,15,400,Morning,Temporarily Closed,2025-05-19,79.6,46,No,2025-04-24
DC0014,Distribution Center 14,Cross-Dock Center,West,Ahmedabad,India,MGR0020,P00089,Hazardous,3071,134862,75755,56.17,25,14,168,21.21,40,314,Evening,Active,2025-05-19,74.44,18,No,2025-04-21
DC0016,Distribution Center 16,Cold Storage DC,North,Lucknow,India,MGR0088,P00002,Frozen,9579,29927,21797,72.83,36,11,217,17.94,9,198,Evening,Temporarily Closed,2025-05-19,90.98,39,No,2025-05-15
DC0021,Distribution Center 21,Cross-Dock Center,North,Delhi,India,MGR0087,P00009,Ambient,24224,99226,36838,37.13,30,61,477,23.58,32,464,Evening,Active,2025-05-19,86.65,6,No,2025-04-30
DC0026,Distribution Center 26,Fulfillment Center,North,Chandigarh,India,MGR0008,P00136,Ambient,18152,137176,69794,50.88,35,67,326,22.38,27,418,Morning,Maintenance,2025-05-19,96.15,1,No,2025-05-05
DC0030,Distribution Center 30,Regional DC,Central,Nagpur,India,MGR0072,P00049,Ambient,22036,103098,95159,92.3,0,65,186,22.57,50,436,Night,Active,2025-05-19,85.86,46,No,2025-05-12
DC0004,Distribution Center 04,Regional DC,West,Mumbai,India,MGR0072,P00171,Ambient,23476,121591,117766,96.85,51,9,442,5.33,47,79,Evening,Maintenance,2025-05-20,74.2,22,No,2025-05-05
DC0018,Distribution Center 18,Cross-Dock Center,East,Patna,India,MGR0054,P00089,Ambient,4101,139084,84393,60.68,26,68,467,11.92,41,137,Evening,Maintenance,2025-05-20,76.26,44,No,2025-05-12
DC0019,Distribution Center 19,Cold Storage DC,West,Surat,India,MGR0048,P00009,Ambient,2299,117614,100569,85.51,2,22,493,22.4,47,323,Morning,Active,2025-05-20,81.02,11,No,2025-04-25
DC0020,Distribution Center 20,Cross-Dock Center,Central,Raipur,India,MGR0021,P00005,Cold,24512,21836,6956,31.86,9,8,289,13.54,8,30,Evening,Temporarily Closed,2025-05-20,94.97,31,No,2025-04-28
DC0023,Distribution Center 23,Fulfillment Center,East,Kolkata,India,MGR0060,P00204,Ambient,24878,30964,19820,64.01,5,5,141,13.62,46,236,Night,Active,2025-05-20,92.17,24,No,2025-05-06
DC0013,Distribution Center 13,Cold Storage DC,East,Guwahati,India,MGR0080,P00055,Ambient,22558,108447,95656,88.21,26,20,194,20.86,29,410,Night,Temporarily Closed,2025-05-21,79.31,12,No,2025-05-13
DC0018,Distribution Center 18,Cold Storage DC,East,Patna,India,MGR0044,P00068,Ambient,7292,32870,14551,44.27,45,21,250,17.35,18,458,Morning,Active,2025-05-21,84.21,35,No,2025-05-14
DC0019,Distribution Center 19,Cross-Dock Center,West,Surat,India,MGR0099,P00191,Ambient,24685,117915,70365,59.67,39,69,93,2.97,37,142,Evening,Maintenance,2025-05-21,78.36,11,No,2025-05-07
DC0020,Distribution Center 20,Fulfillment Center,Central,Raipur,India,MGR0075,P00069,Ambient,19344,95242,41888,43.98,7,24,282,17.57,49,145,Morning,Active,2025-05-21,85.55,3,No,2025-05-02
DC0023,Distribution Center 23,Regional DC,East,Kolkata,India,MGR0031,P00090,Cold,17705,127799,85049,66.55,52,63,48,12.42,12,286,Night,Temporarily Closed,2025-05-21,94.03,11,No,2025-05-19
